video,laughter_start,laughter_end,mean_pitch,sd_pitch,mean_intensity,sd_intensity,laughter_value,start_segment_s,end_segment_s,start_segment_frame,end_segment_frame
AndyWoodhull,225,230,0.276602766593,0.155598092041,0.74159366194,0.15323666045,0.205126858581,213.0,225.0,6391,6750
AndyWoodhull,235,236,0.273119413086,0.155215348902,0.740404694752,0.157529385474,0.202218895677,230.0,235.0,6901,7050
AndyWoodhull,241,242,0.267341862057,0.159022652695,0.737014812117,0.158759805725,0.197034912235,236.0,241.0,7081,7230
AndyWoodhull,246,247,0.26836341526,0.159065460004,0.738151402606,0.159975600485,0.198092831383,242.0,246.0,7261,7380
AndyWoodhull,274,285,0.361900056591,0.162122487481,0.774139000463,0.101363667339,0.280160948077,247.0,274.0,7411,8220
AndyWoodhull,288,289,0.325815987722,0.137319537832,0.768815700936,0.110667325876,0.250492446977,285.0,288.0,8551,8640
AndyWoodhull,293,294,0.326919438211,0.149874982439,0.769084762753,0.110864433262,0.251428758576,289.0,293.0,8671,8790
AndyWoodhull,301,312,0.356527908596,0.179837966376,0.778479544842,0.0804852510817,0.277549684007,294.0,301.0,8821,9030
AndyWoodhull,319,321,0.355771854792,0.0455103113817,0.825289945333,0.0576600298395,0.293614934592,312.0,319.0,9361,9570
AparnaNancherla1,14,16,0.374118468601,0.159811054167,0.952037264751,0.0853491050548,0.356174723539,0,14.0,1,420
AparnaNancherla1,19,21,0.372874071783,0.159186299167,0.951835038837,0.0860544963109,0.354914606597,16.0,19.0,481,570
AparnaNancherla1,22,23,0.371144945776,0.15910368671,0.951556127043,0.0864718129757,0.353165247174,21.0,22.0,631,660
AparnaNancherla1,36,37,0.368342222435,0.159650145354,0.951144739957,0.0885020128928,0.350346767373,23.0,36.0,691,1080
AparnaNancherla1,49,51,0.369540068044,0.160525384149,0.950754856521,0.0906461177713,0.351342014372,37.0,49.0,1111,1470
AparnaNancherla1,55,56,0.368637433853,0.16129281417,0.950463097927,0.0916753002618,0.350376277391,51.0,55.0,1531,1650
AparnaNancherla1,66,67,0.371297207804,0.163997290457,0.950089140751,0.0936407063646,0.352765445126,56.0,66.0,1681,1980
AparnaNancherla1,81,83,0.366857144356,0.163430993053,0.949988135109,0.0964111940884,0.348509934418,67.0,81.0,2011,2430
AparnaNancherla1,85,86,0.367436232287,0.163878885284,0.949825043268,0.0973023895466,0.34900013523,83.0,85.0,2491,2550
AparnaNancherla1,96,97,0.371617382816,0.166047344952,0.949656341392,0.0997673621647,0.352908804163,86.0,96.0,2581,2880
AparnaNancherla1,111,113,0.377375159916,0.1665080704,0.949193664304,0.103455439197,0.358202110858,97.0,111.0,2911,3330
AparnaNancherla1,110,120,0.37942741416,0.168011830666,0.949293023497,0.103199200123,0.360187797186,113.0,110.0,3391,3300
AparnaNancherla1,125,126,0.373106492737,0.167078683872,0.948005748791,0.107426572963,0.353707100026,120.0,125.0,3601,3750
AparnaNancherla1,131,132,0.375221175388,0.168082251241,0.948004414629,0.109280640663,0.35571133073,126.0,131.0,3781,3930
AparnaNancherla1,145,147,0.383997970393,0.170803053912,0.947129941124,0.114021357737,0.36369597509,132.0,145.0,3961,4350
AparnaNancherla1,151,152,0.392256047263,0.168148636962,0.946436124531,0.116264413464,0.371245293195,147.0,151.0,4411,4530
AparnaNancherla1,163,164,0.388785034071,0.168129007631,0.945690944145,0.121025251196,0.36767048594,152.0,163.0,4561,4890
AparnaNancherla1,178,179,0.393298395618,0.173751786547,0.942885652027,0.128173942347,0.370835414194,164.0,178.0,4921,5340
AparnaNancherla1,186,187,0.400498192317,0.176688077421,0.942089289961,0.132564721601,0.377305057631,179.0,186.0,5371,5580
AparnaNancherla1,189,191,0.403809450666,0.178218687449,0.941338009347,0.134336927696,0.380121184446,187.0,189.0,5611,5670
AparnaNancherla1,198,199,0.408443067891,0.180595035516,0.939457483408,0.140149602051,0.383714896677,191.0,198.0,5731,5940
AparnaNancherla1,211,212,0.413960894055,0.179160786793,0.936626577135,0.150227766744,0.387726775266,199.0,211.0,5971,6330
AparnaNancherla1,218,219,0.426154098327,0.182436928772,0.934547658259,0.156643510172,0.398261314649,212.0,218.0,6361,6540
AparnaNancherla1,226,227,0.432604661643,0.186025958664,0.931188948745,0.165147780181,0.402836680098,219.0,226.0,6571,6780
AparnaNancherla1,235,236,0.446199751164,0.187004723025,0.927315037636,0.176763275946,0.413767739044,227.0,235.0,6811,7050
AparnaNancherla1,239,240,0.445949257698,0.190514924842,0.924665995512,0.182706857485,0.412354114317,236.0,239.0,7081,7170
AparnaNancherla1,244,245,0.445466664843,0.188532400129,0.921690390094,0.191259671954,0.410582344093,240.0,244.0,7201,7320
AparnaNancherla1,257,258,0.447445365047,0.197968375054,0.910769400507,0.220524138215,0.407519546883,245.0,257.0,7351,7710
AparnaNancherla1,262,263,0.430774354274,0.196956626945,0.901950547005,0.235853616488,0.388537164473,258.0,262.0,7741,7860
AparnaNancherla1,266,267,0.404318443685,0.18782969601,0.892610985997,0.250702161019,0.360899084674,263.0,266.0,7891,7980
AparnaNancherla1,271,277,0.440462623261,0.200892230205,0.875832962443,0.273785910747,0.385771684176,267.0,271.0,8011,8130
AparnaNancherla1,289,291,0.46193764547,0.185762493168,0.551985281027,0.467982661079,0.254982781052,277.0,289.0,8311,8670
BethStelling1,11,12,0.231814289589,0.119814554202,0.64629356156,0.175821765986,0.149820082839,0,11.0,1,330
BethStelling1,21,22,0.231653540692,0.121295158078,0.646089175113,0.176963745536,0.149668845018,12.0,21.0,361,630
BethStelling1,38,41,0.233916712156,0.123669818045,0.645345721417,0.178193057552,0.150957149358,22.0,38.0,661,1140
BethStelling1,55,56,0.237073597281,0.125586803456,0.64512102984,0.180403123791,0.152941163226,41.0,55.0,1231,1650
BethStelling1,78,81,0.231057441502,0.125937231515,0.648852683951,0.178082603321,0.149922241065,56.0,78.0,1681,2340
BethStelling1,95,97,0.228659692419,0.122430377834,0.647709825622,0.179426309403,0.148105129503,81.0,95.0,2431,2850
BethStelling1,110,111,0.225331837926,0.116408830875,0.645719624429,0.181886211131,0.145501189757,97.0,110.0,2911,3300
BethStelling1,119,120,0.216536926364,0.101234356424,0.652017322488,0.173578100614,0.141185826948,111.0,119.0,3331,3570
BethStelling1,122,124,0.216785612948,0.101511044624,0.651468442087,0.173987855631,0.141228985534,120.0,122.0,3601,3660
BethStelling1,127,129,0.216707589541,0.102752448627,0.6494661553,0.174240983329,0.140744245004,124.0,127.0,3721,3810
BethStelling1,139,145,0.219987192334,0.106982115725,0.648589405677,0.176150506938,0.142681362332,129.0,139.0,3871,4170
BethStelling1,153,156,0.223448416174,0.106255624485,0.646673267703,0.179766847274,0.14449811745,145.0,153.0,4351,4590
BethStelling1,162,163,0.223560829496,0.107696790017,0.64813756605,0.178142361966,0.144898171893,156.0,162.0,4681,4860
BethStelling1,165,166,0.223136517441,0.107641574165,0.654349713853,0.174945053364,0.146009316338,163.0,165.0,4891,4950
BethStelling1,171,172,0.225091566896,0.107770523663,0.65707759634,0.17641238798,0.147902625733,166.0,171.0,4981,5130
BethStelling1,179,180,0.228974788899,0.10897552049,0.657826950274,0.177793580075,0.150625787071,172.0,179.0,5161,5370
BethStelling1,188,189,0.218446706648,0.105591535358,0.654743023185,0.180050443729,0.143026457115,180.0,188.0,5401,5640
BethStelling1,197,199,0.209053937754,0.100384997801,0.651604657663,0.185904138058,0.136220519544,189.0,197.0,5671,5910
BethStelling1,230,232,0.232298334975,0.10216735951,0.701017521335,0.156044981869,0.162845202995,199.0,230.0,5971,6900
BethStelling1,238,240,0.242445563162,0.096359916156,0.713884144477,0.164979735013,0.17307804344,232.0,238.0,6961,7140
BethStelling1,258,267,0.241097406302,0.0897479108464,0.744507503886,0.128009340032,0.179498828159,240.0,258.0,7201,7740
CarmenLynch1,6,7,0.320319676795,0.108638041809,0.734016926378,0.129717412676,0.23512006462,0,6.0,1,180
CarmenLynch1,9,11,0.319465673051,0.108122504439,0.734280114042,0.129887398144,0.23457729084,7.0,9.0,211,270
CarmenLynch1,14,25,0.320163828014,0.108299720776,0.734116554762,0.13019108241,0.235037566381,11.0,14.0,331,420
CarmenLynch1,28,29,0.32020823927,0.109222094461,0.732614757164,0.131842476,0.234589281455,25.0,28.0,751,840
CarmenLynch1,31,34,0.320220366975,0.109699796472,0.732664707516,0.131972441188,0.23461416151,29.0,31.0,871,930
CarmenLynch1,36,47,0.32092102168,0.110058492227,0.732839910188,0.132308603543,0.235183732705,34.0,36.0,1021,1080
CarmenLynch1,50,52,0.319900730699,0.108847165455,0.731956564651,0.133413099479,0.234153439872,47.0,50.0,1411,1500
CarmenLynch1,54,56,0.319799800279,0.109328349909,0.732020430167,0.133983747248,0.234099987367,52.0,54.0,1561,1620
CarmenLynch1,59,66,0.320403542682,0.110055819975,0.731605781613,0.134650063031,0.234409084275,56.0,59.0,1681,1770
CarmenLynch1,69,71,0.31983692174,0.109742848559,0.731739478606,0.135430328115,0.234037302353,66.0,69.0,1981,2070
CarmenLynch1,72,73,0.31991482597,0.109901622286,0.731635783702,0.135635335369,0.234061134417,71.0,72.0,2131,2160
CarmenLynch1,75,78,0.319323686188,0.109501977236,0.732270581155,0.135627543049,0.233831341261,73.0,75.0,2191,2250
CarmenLynch1,82,83,0.320070756561,0.109796171512,0.733995714732,0.134441697791,0.234930563727,78.0,82.0,2341,2460
CarmenLynch1,90,92,0.320316477257,0.112188791765,0.734358245775,0.134757652808,0.235227046332,83.0,90.0,2491,2700
CarmenLynch1,99,104,0.321005312124,0.114414484423,0.738228863493,0.128498413311,0.236975386745,92.0,99.0,2761,2970
CarmenLynch1,108,118,0.319845941445,0.115767811216,0.73699707719,0.129648704875,0.235725523996,104.0,108.0,3121,3240
CarmenLynch1,128,130,0.31610445916,0.111476059914,0.734443864436,0.131430542995,0.232160980551,118.0,128.0,3541,3840
CarmenLynch1,131,133,0.312948180546,0.106658185693,0.737751334534,0.126225164461,0.230877937838,130.0,131.0,3901,3930
CarmenLynch1,136,140,0.313677401165,0.108058655141,0.739288551736,0.125177290765,0.231898111619,133.0,136.0,3991,4080
CarmenLynch1,149,161,0.31340008068,0.104180339353,0.745578869598,0.121149855992,0.233664477885,140.0,149.0,4201,4470
CarmenLynch1,165,170,0.311321103968,0.104264562512,0.746204682765,0.113949892735,0.232309265625,161.0,165.0,4831,4950
CarmenLynch1,173,176,0.310910984959,0.10453761442,0.746119758904,0.114990029784,0.231976829138,170.0,173.0,5101,5190
CarmenLynch1,184,185,0.308490541753,0.104238321226,0.746833834422,0.115201679091,0.23039117418,176.0,184.0,5281,5520
CarmenLynch1,188,198,0.308096883058,0.105819048123,0.746043737498,0.115934137422,0.229853750148,185.0,188.0,5551,5640
CarmenLynch1,204,210,0.309791786509,0.108860329163,0.742402313052,0.118080895188,0.229990138869,198.0,204.0,5941,6120
CarmenLynch1,214,215,0.30698930788,0.106412376667,0.741251443042,0.121232206329,0.227556267464,210.0,214.0,6301,6420
CarmenLynch1,217,218,0.304087113073,0.10537407244,0.741649926795,0.121575433776,0.22552618515,215.0,217.0,6451,6510
CarmenLynch1,221,225,0.303199862206,0.107459306385,0.740378831049,0.121960404027,0.224482759554,218.0,221.0,6541,6630
CarmenLynch1,236,245,0.310733662512,0.110218260633,0.747356101303,0.116706603181,0.232228698559,225.0,236.0,6751,7080
CarmenLynch1,249,251,0.310669540498,0.114214721952,0.74171259747,0.121011016991,0.230427511838,245.0,249.0,7351,7470
CarmenLynch1,253,258,0.310500735793,0.117046288597,0.741601742469,0.121871511814,0.230267886702,251.0,253.0,7531,7590
CarmenLynch1,261,264,0.308473923873,0.113690362115,0.741694343882,0.126967033124,0.228793364571,258.0,261.0,7741,7830
CarmenLynch1,268,275,0.304954610116,0.115443346665,0.751716228023,0.117379399772,0.229239329235,264.0,268.0,7921,8040
CarmenLynch1,285,289,0.350668364839,0.129269535386,0.767977968531,0.0870037942183,0.269305578458,275.0,285.0,8251,8550
CarmenLynch1,291,296,0.345882654219,0.130688390018,0.762867612726,0.0910476879093,0.263862674708,289.0,291.0,8671,8730
CarmenLynch1,299,309,0.329519574333,0.128619941513,0.777903670165,0.0817687337085,0.256334486265,296.0,299.0,8881,8970
CarmenLynch1,311,311,0.319207497583,0.13404010822,0.75419715366,0.104772161489,0.240745386104,309.0,311.0,9271,9330
CarmenLynch1,313,314,0.29849848034,0.13656890458,0.757887689172,0.10114209565,0.226228323486,311.0,313.0,9331,9390
CarmenLynch1,317,319,0.342181088078,0.333855906459,0.80973960219,0.0558712153896,0.277077578137,314.0,317.0,9421,9510
CristelaAlonza1,0,11,0.402049185939,0.141648307701,0.734501016023,0.181921175173,0.295305535563,0,0.0,1,0
CristelaAlonza1,18,21,0.407959399735,0.137164197641,0.726432730083,0.183130536355,0.296355060513,11.0,18.0,331,540
CristelaAlonza1,24,25,0.409416192591,0.137868441672,0.723419519612,0.183477949535,0.296179665365,21.0,24.0,631,720
CristelaAlonza1,41,42,0.410326352619,0.138528102855,0.725948734666,0.184177047746,0.297875896484,25.0,41.0,751,1230
CristelaAlonza1,48,49,0.41072977749,0.138681156791,0.730983755764,0.179722113928,0.300236795353,42.0,48.0,1261,1440
CristelaAlonza1,53,54,0.409981547147,0.139127405796,0.731267104915,0.180184064214,0.299806019051,49.0,53.0,1471,1590
CristelaAlonza1,58,59,0.40840699607,0.139207201817,0.730162853706,0.180868591339,0.298203617724,54.0,58.0,1621,1740
CristelaAlonza1,66,67,0.408364044106,0.140036282276,0.729214259626,0.182182513482,0.29778488408,59.0,66.0,1771,1980
CristelaAlonza1,83,92,0.411157664867,0.142727769158,0.732269843936,0.179992222624,0.301078359085,67.0,83.0,2011,2490
CristelaAlonza1,94,98,0.409888073691,0.14455751467,0.723927499858,0.182779302949,0.296729248409,92.0,94.0,2761,2820
CristelaAlonza1,104,105,0.41643566483,0.145123237857,0.729752726023,0.182215748035,0.303895061623,98.0,104.0,2941,3120
CristelaAlonza1,108,109,0.418445349479,0.14598491937,0.729542861254,0.18335650215,0.305273817537,105.0,108.0,3151,3240
CristelaAlonza1,131,132,0.42453649139,0.148603491555,0.738702113224,0.183450647001,0.31360600333,109.0,131.0,3271,3930
CristelaAlonza1,136,137,0.427427345063,0.151042108198,0.736241536271,0.18396489577,0.314689765173,132.0,136.0,3961,4080
CristelaAlonza1,139,140,0.425502600539,0.151658433865,0.735263470864,0.184648559967,0.312856518934,137.0,139.0,4111,4170
CristelaAlonza1,142,143,0.424626018719,0.152332837728,0.735937742369,0.183862152406,0.312498313567,140.0,142.0,4201,4260
CristelaAlonza1,157,158,0.425757600289,0.158905836911,0.749543570912,0.1778792249,0.319123872064,143.0,157.0,4291,4710
CristelaAlonza1,173,175,0.433347774203,0.167489647779,0.773512923835,0.155061038052,0.335200103861,158.0,173.0,4741,5190
CristelaAlonza1,180,181,0.429233854136,0.168432606612,0.770025260558,0.158307151226,0.330520910372,175.0,180.0,5251,5400
CristelaAlonza1,187,189,0.403756813265,0.154484345404,0.767977900264,0.160138746627,0.310076309669,181.0,187.0,5431,5610
CristelaAlonza1,194,196,0.411461400535,0.161664630381,0.771480853216,0.159932978472,0.31743459235,189.0,194.0,5671,5820
CristelaAlonza1,200,201,0.400113168366,0.15866858675,0.774047643772,0.161261970783,0.309706655216,196.0,200.0,5881,6000
CristelaAlonza1,206,214,0.366940182389,0.147634946044,0.781124409633,0.161394240633,0.28662593334,201.0,206.0,6031,6180
CristelaAlonza1,224,226,0.425138579396,0.124046539258,0.815544436762,0.119520357798,0.34671940328,214.0,224.0,6421,6720
CristelaAlonza1,231,233,0.47222449763,0.132129275218,0.857796432159,0.0745610114376,0.405072489245,226.0,231.0,6781,6930
CristelaAlonza1,235,236,0.456753095314,0.186713773738,0.874926108991,0.0680875155341,0.399625208453,233.0,235.0,6991,7050
CristelaAlonza2,13,14,0.419410444462,0.130755588684,0.963091365302,0.0242981904323,0.403930577579,0,13.0,1,390
CristelaAlonza2,16,18,0.418954899593,0.130944680238,0.962970918237,0.0243654035028,0.403441384361,14.0,16.0,421,480
CristelaAlonza2,67,69,0.420672156415,0.130810675933,0.962959372467,0.0242564303251,0.405090195755,18.0,67.0,541,2010
CristelaAlonza2,87,88,0.425358692151,0.132372925741,0.963892769103,0.023799473589,0.41000016764,69.0,87.0,2071,2610
CristelaAlonza2,90,91,0.423694748566,0.131620497948,0.963784731946,0.0238201967912,0.408350529673,88.0,90.0,2641,2700
CristelaAlonza2,93,100,0.423772984367,0.131919869969,0.96380037029,0.0238296934316,0.408432559251,91.0,93.0,2731,2790
CristelaAlonza2,109,111,0.426414705037,0.131065526103,0.963285462167,0.0242073587438,0.410759086216,100.0,109.0,3001,3270
CristelaAlonza2,133,136,0.429249765255,0.130564218793,0.963124498293,0.0244328628991,0.413420964804,111.0,133.0,3331,3990
CristelaAlonza2,152,153,0.429001378789,0.133993913742,0.964284626785,0.0235332726243,0.413679434436,136.0,152.0,4081,4560
CristelaAlonza2,158,160,0.428618593842,0.135134375255,0.964064373707,0.0236737594279,0.413215916232,153.0,158.0,4591,4740
CristelaAlonza2,166,167,0.424399778517,0.132407578581,0.963637982109,0.0238856612565,0.408967746178,160.0,166.0,4801,4980
CristelaAlonza2,173,174,0.421837305999,0.129934989875,0.963364859962,0.0241919831629,0.406383237221,167.0,173.0,5011,5190
CristelaAlonza2,175,176,0.421210115822,0.129984395078,0.963226549362,0.0243051890837,0.405720766419,174.0,175.0,5221,5250
CristelaAlonza2,189,190,0.422975360315,0.132987799347,0.962897920731,0.024586563068,0.407282094968,176.0,189.0,5281,5670
CristelaAlonza2,193,197,0.422176595204,0.132054066854,0.962636514437,0.0248318713813,0.406402606084,190.0,193.0,5701,5790
CristelaAlonza2,204,208,0.42815332458,0.131389038592,0.963298647126,0.0249737080426,0.41243951833,197.0,204.0,5911,6120
CristelaAlonza2,217,220,0.420878486662,0.124558114091,0.962190990268,0.0253929013078,0.404965487864,208.0,217.0,6241,6510
CristelaAlonza2,228,229,0.417247310211,0.123757286733,0.961268039087,0.0262073205553,0.401086503701,220.0,228.0,6601,6840
CristelaAlonza2,234,236,0.417265259439,0.12928853274,0.960197996329,0.0264664679789,0.400657266051,229.0,234.0,6871,7020
CristelaAlonza2,237,238,0.409246979657,0.12485545926,0.959267453627,0.0266628169084,0.39257730808,236.0,237.0,7081,7110
CristelaAlonza2,249,257,0.37986821611,0.11231785018,0.958297001267,0.0266103236838,0.364026572375,238.0,249.0,7141,7470
CristelaAlonza2,285,285,0.413752362551,0.131000708702,0.96742665082,0.0183458496176,0.400275062372,257.0,285.0,7711,8550
CristelaAlonza2,288,289,0.424401278963,0.142087188346,0.970705654734,0.0147430537685,0.411968721366,285.0,288.0,8551,8640
CristelaAlonza2,293,297,0.470631026466,0.192487932889,0.971156582523,0.0140837374907,0.457056419292,289.0,293.0,8671,8790
DamonWayans1,22,24,0.276621329996,0.179993046595,0.750360432759,0.154647576087,0.207565700886,0,22.0,1,660
DamonWayans1,35,36,0.275798015541,0.17923546043,0.75617666271,0.147041603381,0.208552022974,24.0,35.0,721,1050
DamonWayans1,89,90,0.266424035097,0.174873993555,0.759042150755,0.143283339402,0.202227072613,36.0,89.0,1081,2670
DamonWayans1,96,97,0.263457583548,0.17290066231,0.757871661243,0.144099942444,0.199667036511,90.0,96.0,2701,2880
DamonWayans1,149,150,0.225796623251,0.1218278763,0.762869464018,0.141463627639,0.172253348957,97.0,149.0,2911,4470
DamonWayans1,219,221,0.237803558552,0.121530829201,0.769879134668,0.134572895685,0.183079997879,150.0,219.0,4501,6570
DamonWayans1,239,240,0.230342853845,0.119009468959,0.769686739718,0.1347698666,0.177291840193,221.0,239.0,6631,7170
DamonWayans1,267,269,0.23207294549,0.131339102474,0.768129264297,0.13957843891,0.178262020882,240.0,267.0,7201,8010
DamonWayans1,299,300,0.219207069426,0.125653056025,0.748279953538,0.15118855859,0.164028255725,269.0,299.0,8071,8970
DanSoder,9,11,0.209241745361,0.141099577889,0.822149432949,0.138761643038,0.172027982298,0,9.0,1,270
DanSoder,17,18,0.207920844772,0.138995229891,0.821207210746,0.139021549053,0.170746096991,11.0,17.0,331,510
DanSoder,20,22,0.2065978862,0.138383841651,0.821335601205,0.139304416104,0.16968619907,18.0,20.0,541,600
DanSoder,29,31,0.20462377751,0.138459957377,0.82458391748,0.136467484,0.168729476068,22.0,29.0,661,870
DanSoder,38,39,0.201253159143,0.137335510295,0.82308259774,0.137913145313,0.165647973031,31.0,38.0,931,1140
DanSoder,43,46,0.200698422779,0.139250566012,0.821921780238,0.138581534258,0.164958404941,39.0,43.0,1171,1290
DanSoder,51,52,0.201568854816,0.141909244207,0.821629330573,0.139406483412,0.165614883247,46.0,51.0,1381,1530
DanSoder,56,58,0.20314893173,0.14362651729,0.821192952997,0.13993150598,0.166824471145,52.0,56.0,1561,1680
DanSoder,62,63,0.203311814974,0.144121608594,0.8198548569,0.141311288588,0.166686178972,58.0,62.0,1741,1860
